Date,Open,High,Low,Close,Adj Close,Volume
2016-05-16,84.050003,84.632004,83.779999,84.309998,72.084427,29800
2016-05-23,84.529999,85.410004,84.529999,85.120003,72.776993,9200
2016-05-30,84.470001,85.059998,84.364998,84.394997,72.157112,12700
2016-06-06,84.839996,85.519997,84.480003,84.480003,72.531258,21600
2016-06-13,84.480003,84.480003,83.570000,84.010002,72.127724,9300
2016-06-20,84.669998,85.688004,83.760002,83.831001,71.974060,6900
2016-06-27,83.250000,85.870003,82.400002,85.870003,73.724663,61200
2016-07-04,84.727997,85.386002,83.860001,85.386002,73.309090,2100
2016-07-11,86.053001,86.509003,85.928001,86.099998,74.232033,5900
2016-07-18,86.360001,86.639000,86.054001,86.553001,74.622627,6100
2016-07-25,86.809998,86.809998,85.620003,85.769997,73.947556,3700
2016-08-01,85.769997,86.044998,84.957001,85.959999,74.111374,4100
2016-08-08,86.750000,87.320000,86.681999,87.089996,75.382156,2600
2016-08-15,87.205002,87.660004,87.089996,87.660004,75.875549,3100
2016-08-22,87.410004,87.639999,87.150002,87.510002,75.745689,4200
2016-08-29,87.809998,87.989998,87.519997,87.889000,76.073753,1700
2016-09-05,87.830002,87.830002,87.253998,87.253998,75.800560,4100
2016-09-12,86.900002,87.070000,86.419998,86.800003,75.406166,5200
2016-09-19,86.870003,87.989998,86.870003,87.809998,76.283569,4100
2016-09-26,87.411003,87.910004,87.230003,87.910004,76.370468,3100
2016-10-03,88.000999,88.286003,88.000999,88.286003,76.697105,1200
2016-10-10,88.286003,88.286003,87.947998,87.947998,76.731239,1400
2016-10-17,88.120003,88.529999,88.120003,88.519997,77.230293,2900
2016-10-24,88.704002,88.704002,87.779999,87.811996,76.612572,37000
2016-10-31,87.800003,87.800003,86.309998,86.470001,75.441734,2800
2016-11-07,87.000000,87.589996,85.360001,85.489998,74.924690,70500
2016-11-14,85.771004,87.680000,85.667000,87.459999,76.651222,464400
2016-11-21,87.570000,88.669998,87.440002,88.470001,77.536415,32300
2016-11-28,88.449997,88.599998,87.820000,88.050003,77.168312,40500
