label_headers,職業-軍警公教,職業-資訊業,職業-金融業,職業-製造業,職業-服務業,職業-醫療服務業,職業-學生,職業-退休人士,職業-餐飲旅館/旅遊業,職業-量販店,職業-政治性職務,職業-營造/不動產業,職業-進出口貿易,職業-專業服務,職業-民間匯兌業/虛擬貨幣產業,職業-武器設備業,職業-非營利機構,職業-高單價物品之買賣或拍賣,職業-當鋪/銀樓,職業-學齡前,職業-家管,職業-待業中,職業-自營商,職業-其他,職務-基層職員,職務-專業人員,職務-技術人員,職務-中階主管,職務-高階主管,職務-企業負責人,職務-其他,學歷-國中(含以下),學歷-高中,學歷-專科,學歷-大學,學歷-碩士/博士 ,婚姻狀況-未婚,婚姻狀況-已婚有子女,婚姻狀況-已婚無子女,投資目的-閒置資金運用,投資目的-節稅,投資目的-儲備退休金,投資目的-子女教育基金,投資目的-追求長期投資報酬,投資目的-資金調度,投資目的-其他,投資基金來源-薪資收入,投資基金來源-退休金,投資基金來源-投資收益,投資基金來源-繼承/贈與,投資基金來源-借貸,投資基金來源-出售資產,投資基金來源-租賃收入,投資基金來源-自營收入,投資基金來源-其他,家庭年收入-50 萬元以下,家庭年收入-50 萬元~100 萬元,家庭年收入-100 萬元~300 萬元,家庭年收入-300 萬元~500 萬元,家庭年收入-500 萬元以上,家庭年支出-50 萬元以下,家庭年支出-50 萬元~100 萬元,家庭年支出-100 萬元~300 萬元,家庭年支出-300 萬元~500 萬元,家庭年支出-500 萬元以上,預計(單筆)投資金額-100 萬元以下,預計(單筆)投資金額-100 萬元~300 萬元,預計(單筆)投資金額-300 萬元以上,特殊身分客戶-70 歲以上,特殊身分客戶-國中畢業以下,特殊身分客戶-領有全民健康保險重大傷病證明,年齡-75 歲以上/20歲以下,年齡-66~75歲,年齡-56~65歲,年齡-46~55歲,年齡-20~45歲,曾經持有投資產品-現金、存款、定存、貨幣型基金與保本型基金,曾經持有投資產品-債券、投資等級之債券基金,曾經持有投資產品-外幣存款、非投資等級之債券基金、平衡型基金、新興市場債券基金,曾經持有投資產品-股票、全球股票基金、歐美成熟國家股票基金、投資型保單,曾經持有投資產品-新興市場股票基金、單一新興國家股票基金、衍生性商品,基金投資目的偏好-現金、存款、定存、貨幣型基金與保本型基金,基金投資目的偏好-債券、投資等級之債券基金,基金投資目的偏好-外幣存款、非投資等級之債券基金、平衡型基金、新興市場債券基金,基金投資目的偏好-股票、全球股票基金、歐美成熟國家股票基金、投資型保單,基金投資目的偏好-新興市場股票基金、單一新興國家股票基金、衍生性商品,備用金相當家庭開銷-無備用金,備用金相當家庭開銷-3 個月以下,備用金相當家庭開銷-介於3~6 個月,備用金相當家庭開銷-介於6~9 個月,備用金相當家庭開銷-超過9 個月,基金投資方式-不曾投資過,基金投資方式-只買過貨幣型基金,基金投資方式-定時定額,基金投資方式-單筆(不含貨幣型基金)和定時定額兩者都有,基金投資方式-單筆或私募基金,期望投資報酬率-1%~2%,期望投資報酬率-3%~5%,期望投資報酬率-6%~8%,期望投資報酬率-9%~12%,期望投資報酬率-12%以上,最大投資損失-1%~2%,最大投資損失-3%~5%,最大投資損失-6%~8%,最大投資損失-9%~12%,最大投資損失-12%以上
職業-政治性職務,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
職業-營造/不動產業,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.16666666666666666,-0.2916666666666667,-0.16666666666666666,-0.08333333333333333,0.0,0.3333333333333333,-0.125,-0.16666666666666666,0.29166666666666663,-0.3333333333333333,-0.2916666666666667,-0.125,0.0,0.16666666666666666,0.0,-0.125,0.0,0.08333333333333326,-0.125,0.0,0.41666666666666663,0.0,0.0,-0.08333333333333333,0.0,0.0,-0.16666666666666666,-0.16666666666666666,0.0,0.29166666666666663,0.37499999999999994,-0.5833333333333334,-0.08333333333333333,0.0,0.08333333333333326,0.0,-0.08333333333333333,0.0,0.0,0.33333333333333337,-0.25,-0.08333333333333333,0.0,0.3333333333333333,0.0,0.0,-0.04166666666666666,0.16666666666666666,-0.041666666666666685,-0.08333333333333337,0.29166666666666663,0.0,0.0,0.3333333333333333,-0.625,0.3333333333333333,-0.04166666666666666,0.29166666666666663,-0.3333333333333333,-0.25000000000000006,0.0,0.20833333333333331,0.20833333333333331,0.29166666666666663,-0.7083333333333334,0.0,0.0,0.41666666666666663,-0.37500000000000006,-0.04166666666666666,0.3333333333333333,0.20833333333333331,0.125,-0.25,-0.4166666666666667,1.0,-0.125,-0.125,-0.125,-0.625
職業-進出口貿易,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.40540540540540543,-0.054054054054054064,-0.027027027027027032,0.7027027027027026,-0.08108108108108109,-0.13513513513513514,0.0,0.0,-0.08108108108108109,0.6216216216216216,-0.4864864864864865,-0.054054054054054064,-0.2702702702702703,-0.5945945945945946,-0.054054054054054064,0.9729729729729729,0.0,-0.027027027027027032,-0.027027027027027032,-0.7567567567567568,-0.16216216216216214,0.0,-0.4324324324324325,0.0,0.5945945945945945,0.0,-0.027027027027027032,0.0,-0.054054054054054064,-0.08108108108108109,0.0,-0.027027027027027032,0.6486486486486487,-0.4864864864864865,-0.13513513513513514,0.0,-0.1891891891891892,0.29729729729729726,-0.10810810810810813,0.0,0.0,0.2702702702702703,-0.16216216216216214,-0.10810810810810813,0.0,0.0,-0.027027027027027032,0.0,-0.027027027027027032,-0.1891891891891892,0.5675675675675675,-0.35135135135135137,1.0,0.0,0.0,-0.32432432432432434,-0.6756756756756757,0.0,0.0,-0.027027027027027032,-0.16216216216216214,0.18918918918918914,0.0,0.9189189189189189,-0.2432432432432433,-0.13513513513513514,-0.5405405405405406,0.0,0.0,0.6756756756756757,-0.6756756756756757,0.0,0.0,-0.054054054054054064,0.6756756756756757,-0.1891891891891892,-0.4324324324324325,-0.054054054054054064,-0.08108108108108109,0.6216216216216216,-0.054054054054054064,-0.4324324324324325
職業-專業服務,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04166666666666666,0.375,-0.08333333333333333,-0.04166666666666666,-0.08333333333333333,-0.125,0.0,0.0,-0.04166666666666666,-0.16666666666666666,0.6666666666666667,-0.4583333333333333,0.20833333333333331,-0.5833333333333334,-0.08333333333333333,-0.04166666666666666,0.0,0.5,-0.04166666666666666,-0.41666666666666663,0.0,0.0,-0.25,0.0,0.20833333333333331,0.0,0.0,0.0,-0.16666666666666666,0.20833333333333331,0.0,0.45833333333333337,-0.16666666666666666,-0.16666666666666663,-0.08333333333333333,-0.04166666666666666,0.16666666666666669,0.125,-0.2916666666666667,0.0,0.0,0.20833333333333337,-0.125,-0.08333333333333333,-0.04166666666666666,0.0,0.0,-0.04166666666666666,-0.04166666666666666,0.75,-0.375,-0.2916666666666667,0.5,0.0,-0.04166666666666666,0.33333333333333337,-0.7916666666666666,0.0,0.0,0.5,0.2916666666666667,-0.7916666666666666,0.0,0.33333333333333337,0.16666666666666669,-0.04166666666666666,-0.4583333333333333,0.0,0.0,0.5833333333333333,-0.5416666666666666,-0.04166666666666666,0.0,0.5,-0.16666666666666666,0.041666666666666685,-0.375,-0.04166666666666666,0.9166666666666666,-0.08333333333333333,-0.2916666666666667,-0.5
職業-民間匯兌業/虛擬貨幣產業,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
職業-武器設備業,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
職業-非營利機構,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4375,-0.0625,-0.125,-0.1875,-0.125,0.0,-0.0625,0.0,0.0,-0.125,-0.625,-0.25,-0.125,-0.5625,-0.0625,-0.0625,0.0,-0.0625,-0.0625,-0.75,-0.0625,0.0,-0.3125,-0.0625,-0.3125,-0.1875,-0.0625,0.0,0.0,-0.0625,0.0,-0.125,-0.5,-0.25,-0.125,0.0,-0.5625,-0.3125,-0.125,0.0,0.0,-0.8125,-0.1875,0.0,0.0,0.0,0.0,0.0,0.0,-0.1875,-0.375,-0.4375,-0.0625,-0.0625,0.0,-0.1875,-0.6875,0.0,0.0,-0.0625,-0.1875,-0.75,-0.0625,-0.125,-0.125,-0.5,-0.1875,0.0,0.0,-0.4375,-0.5625,0.0,0.0,0.0,-0.125,-0.375,-0.5,-0.0625,-0.1875,-0.25,-0.1875,-0.3125
職業-高單價物品之買賣或拍賣,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.25,-0.25,0.0,0.0,-0.25,-0.5,-0.25,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,-0.75,0.0,0.0,-0.25,-0.25,-0.25,-0.25,0.0,-0.25,-0.5,0.0,-0.25,-0.75,0.0,-0.25,-0.25,0.0,0.0,0.0,-0.25,-0.25,0.0,-0.5,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-0.25,-0.75,0.0,0.0,-0.5,-0.5,0.0,0.0,0.0,-0.25,-0.25,-0.5,0.0,0.0,-0.25,-0.25,-0.5
職業-當鋪/銀樓,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
職業-學齡前,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,-1.0,0.0,0.0,0.3333333333333333,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,-0.33333333333333337,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,-1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,-1.0,0.0,0.0,0.3333333333333333,-0.33333333333333337,0.0,0.0,-1.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,-0.6666666666666667,0.0,0.0
職業-家管,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21212121212121215,0.06363636363636364,-0.01212121212121212,-0.030303030303030307,-0.01212121212121212,-0.01212121212121212,-0.2090909090909091,0.03939393939393939,0.3242424242424242,-0.09696969696969704,-0.30606060606060614,0.03939393939393939,0.015151515151515152,0.08787878787878789,0.04545454545454547,0.21212121212121215,0.0,0.18484848484848485,0.05151515151515152,-0.4757575757575758,0.027272727272727282,0.0,0.17878787878787877,0.10303030303030306,-0.3909090909090909,-0.060606060606060615,-0.006060606060606061,-0.006060606060606061,-0.015151515151515138,0.13333333333333333,0.06363636363636364,0.2666666666666667,0.2242424242424243,-0.42424242424242425,-0.054545454545454536,-0.01212121212121212,0.3242424242424243,-0.21515151515151515,-0.09696969696969696,-0.01212121212121212,0.0,0.09999999999999998,-0.0393939393939394,-0.060606060606060615,-0.030303030303030307,0.0696969696969697,-0.01212121212121212,-0.01818181818181818,0.027272727272727282,-0.08181818181818185,-0.003030303030302939,0.07575757575757575,0.7696969696969698,-0.02424242424242424,-0.048484848484848485,-0.1484848484848485,-0.5484848484848485,0.3,-0.02424242424242424,0.2636363636363636,-0.04242424242424245,-0.496969696969697,0.1,0.32727272727272727,0.015151515151515138,-0.051515151515151514,-0.3909090909090909,0.0,0.3,0.2303030303030303,-0.5,-0.030303030303030307,0.1,0.3151515151515152,-0.033333333333333326,-0.14242424242424245,-0.2393939393939394,0.3878787878787879,0.35454545454545455,-0.11818181818181814,-0.21212121212121213,-0.4121212121212121
職業-待業中,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-0.4,-0.06666666666666668,-0.03333333333333333,0.0,0.0,0.0,-0.5,-0.03333333333333333,0.0,-0.2333333333333333,-0.6333333333333333,-0.1,-0.5,-0.16666666666666666,0.0,-0.4,0.0,-0.06666666666666668,-0.03333333333333333,-0.43333333333333335,-0.06666666666666668,0.0,-0.3333333333333333,-0.03333333333333333,-0.3,-0.1,-0.03333333333333333,0.0,-0.03333333333333333,-0.13333333333333333,-0.03333333333333333,-0.4,-0.2333333333333333,-0.3,-0.06666666666666668,0.0,-0.5666666666666667,-0.3,-0.13333333333333333,0.0,0.0,-0.8666666666666667,-0.1,-0.03333333333333333,0.0,-0.03333333333333333,0.0,0.0,0.0,-0.03333333333333333,-0.3333333333333333,-0.6333333333333333,-0.1,0.0,-0.03333333333333333,-0.2333333333333333,-0.6333333333333333,0.0,0.0,-0.03333333333333333,-0.26666666666666666,-0.7,-0.03333333333333333,-0.2,-0.1,-0.06666666666666668,-0.6,0.0,0.0,-0.43333333333333335,-0.5333333333333333,-0.03333333333333333,0.0,-0.13333333333333333,-0.16666666666666666,-0.26666666666666666,-0.43333333333333335,-0.03333333333333333,-0.06666666666666668,-0.13333333333333333,-0.3,-0.4666666666666667
職業-自營商,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0625,-0.0625,-0.0625,0.0,0.375,-0.1875,-0.0625,-0.375,0.8125,-0.25,-0.125,-0.0625,-0.6875,-0.125,-0.0625,0.0,0.875,0.0,-0.6875,-0.125,0.0,0.0,-0.0625,-0.25,0.0,0.0,0.0,-0.125,0.5,-0.0625,-0.0625,-0.375,0.625,-0.125,-0.0625,-0.25,0.5625,-0.25,0.0,-0.0625,0.375,-0.25,-0.125,-0.0625,0.0,-0.0625,0.0,-0.0625,-0.1875,0.4375,-0.1875,-0.0625,1.0,0.0,-0.1875,-0.75,0.0,0.0,1.0,-0.125,-0.875,0.0,-0.0625,0.875,0.0,-0.8125,0.0,0.0,0.375,-0.3125,-0.0625,0.0,-0.0625,0.8125,-0.4375,-0.3125,-0.0625,-0.125,0.6875,-0.1875,-0.3125
職業-其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,-0.171875,-0.09375,-0.0625,-0.0625,-0.0625,-0.296875,-0.03125,0.20833333333333331,0.16145833333333331,-0.11979166666666669,-0.21875,-0.07291666666666669,0.036458333333333315,-0.078125,0.23958333333333331,0.0,-0.21875,-0.03125,0.08854166666666663,-0.078125,0.0,0.625,-0.015625,-0.390625,-0.03125,0.0,0.0,-0.015625,-0.109375,-0.0625,0.11458333333333331,0.32291666666666663,-0.359375,-0.046875,-0.03125,0.15104166666666663,0.036458333333333315,-0.15625,0.0,-0.03125,0.125,-0.09375,-0.03125,0.0,0.0,-0.015625,-0.03125,0.0,0.22395833333333331,0.036458333333333315,-0.22916666666666669,0.984375,0.0,-0.0625,-0.25,-0.671875,0.0,0.0,0.3177083333333333,0.052083333333333315,-0.3697916666666667,-0.03125,0.875,-0.3125,-0.140625,-0.390625,0.0,0.0,0.22916666666666663,-0.21354166666666669,-0.015625,0.0,0.5572916666666666,-0.265625,-0.041666666666666685,-0.25,0.984375,-0.15625,-0.25,-0.25,-0.328125
職務-基層職員,-0.009000000000000008,-0.009000000000000001,-0.081,-0.01200000000000001,0.06,0.048999999999999995,-0.02,0.008,-0.006,-0.006,0.0,0.015000000000000001,-0.03,-0.002,0.0,0.0,-0.013999999999999999,0.0,0.0,0.0,0.038000000000000006,-0.024,0.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038000000000000006,0.09800000000000002,-0.03199999999999997,-0.14300000000000002,0.03899999999999998,0.046999999999999986,0.043999999999999984,-0.032999999999999995,0.16599999999999998,-0.002,0.14700000000000002,-0.0059999999999999915,-0.26399999999999996,-0.037,-0.004,0.34400000000000003,0.022000000000000006,-0.309,-0.04,-0.006,-0.002,0.010000000000000002,-0.011000000000000003,-0.008,0.11900000000000002,0.22399999999999998,-0.32299999999999995,-0.016,-0.004,0.184,-0.09600000000000003,-0.086,0.0,-0.002,0.10099999999999987,-0.08499999999999999,-0.016,0.021,0.017,0.067,-0.006,0.017,0.04999999999999999,0.09799999999999998,-0.15900000000000003,0.536,0.042,0.08099999999999999,-0.07499999999999998,-0.584,0.225,0.103,0.11599999999999999,0.12899999999999998,-0.573,0.08800000000000001,0.30400000000000005,0.119,-0.06699999999999999,-0.444,-0.004,0.05,0.4120000000000001,-0.43399999999999994,-0.024,0.048,0.39099999999999996,0.07100000000000001,-0.20700000000000002,-0.30299999999999994,0.421,0.229,-0.12,-0.18,-0.35
職務-專業人員,-0.17827298050139276,0.024721448467966575,0.005222841225626745,-0.025417827298050144,-0.0059192200557103,-0.06006267409470753,-0.0055710306406685246,0.11786211699164345,-0.0055710306406685246,0.0,0.0,0.05692896935933148,-0.0055710306406685246,0.08321727019498606,0.0,0.0,-0.0027855153203342623,0.0,-0.0027855153203342623,-0.0027855153203342623,0.04578690807799443,-0.0055710306406685246,-0.0027855153203342623,-0.030640668523676882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0055710306406685246,0.020717270194986072,-0.025417827298050144,0.19881615598885788,-0.18854456824512528,0.2118732590529248,-0.3055362116991643,-0.018279944289693595,0.26079387186629527,0.0,0.22057799442896936,0.023502785515320333,-0.4018105849582173,-0.10306406685236767,-0.0027855153203342623,0.24495125348189417,0.10828690807799443,-0.2943941504178273,-0.05013927576601671,-0.016713091922005572,-0.0027855153203342623,-0.004352367688022288,0.020717270194986072,-0.008356545961002786,0.26514623955431754,0.24094707520891367,-0.36681754874651806,-0.11977715877437325,-0.019498607242339837,0.14623955431754876,-0.08182451253481893,-0.04770194986072426,-0.011142061281337049,-0.0055710306406685246,0.2411211699164345,-0.1575557103064067,-0.0807799442896936,0.04578690807799443,-0.008356545961002786,-0.0027855153203342623,-0.0055710306406685246,0.03743036211699164,0.08844011142061281,-0.18297353760445678,0.06267409470752089,0.5318593314763231,0.11942896935933148,0.10550139275766016,-0.03812674094707519,-0.7186629526462396,0.3125,0.05692896935933148,0.34993036211699163,0.043871866295264655,-0.7632311977715878,0.05971448467966574,0.37343314763231195,0.1493732590529248,-0.0767757660167131,-0.5057451253481894,0.0,0.12221448467966574,0.16573816155988857,-0.33095403899721454,0.04300139275766016,0.05971448467966574,0.4554317548746518,0.01044568245125349,-0.22040389972144853,-0.30518802228412256,0.3527158774373259,0.41086350974930363,-0.04213091922005571,-0.2590529247910863,-0.4623955431754875
職務-技術人員,-0.1388888888888889,-0.11805555555555555,-0.006944444444444444,0.3680555555555555,-0.1597222222222222,0.1111111111111111,-0.013888888888888888,-0.06944444444444445,-0.006944444444444444,0.0,0.0,0.1388888888888889,-0.006944444444444444,-0.013888888888888888,0.0,0.0,-0.013888888888888888,0.0,0.0,0.0,-0.013888888888888888,-0.006944444444444444,-0.006944444444444444,-0.04166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15277777777777776,0.013888888888888867,-0.2013888888888889,0.16666666666666669,-0.13194444444444445,-0.0763888888888889,-0.1388888888888889,-0.06944444444444445,0.24305555555555552,0.0,0.08333333333333333,0.125,-0.3680555555555555,-0.08333333333333333,0.0,0.513888888888889,-0.027777777777777776,-0.4305555555555556,-0.02083333333333333,-0.006944444444444444,0.0,0.0,-0.027777777777777776,0.0,0.125,0.2569444444444444,-0.29861111111111116,-0.0763888888888889,-0.006944444444444444,0.2847222222222222,-0.15972222222222227,-0.1111111111111111,-0.013888888888888888,0.0,0.25,-0.2013888888888889,-0.04861111111111111,0.0,0.1597222222222222,-0.006944444444444444,-0.013888888888888888,-0.02083333333333333,0.048611111111111105,-0.18750000000000003,0.17361111111111105,0.7777777777777778,0.0,-0.006944444444444444,-0.09722222222222224,-0.6736111111111112,0.16666666666666666,-0.013888888888888888,0.29166666666666663,-0.2222222222222222,-0.2222222222222222,0.16666666666666666,0.2569444444444444,0.13888888888888887,-0.1527777777777778,-0.4097222222222222,0.0,0.0,0.43750000000000006,-0.4097222222222222,-0.027777777777777776,0.1597222222222222,0.4652777777777778,-0.020833333333333343,-0.3333333333333333,-0.27083333333333337,0.8194444444444445,-0.0625,-0.013888888888888895,-0.2847222222222222,-0.4583333333333333
職務-中階主管,0.1908767389194435,-0.099644128113879,-0.15658362989323846,0.057586541572306804,-0.07279197670656744,0.0731154966030411,0.0,0.0339695891297315,-0.0035587188612099642,0.0,0.0,-0.02491103202846975,0.05176318343578131,-0.0035587188612099642,0.0,0.0,-0.010676156583629894,0.0,0.0,0.0,-0.017793594306049824,0.0,-0.0035587188612099642,-0.014234875444839857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0035587188612099642,0.030410870268521524,-0.10837916531866708,-0.0009705596894209467,0.08249757360077647,-0.09058557101261723,-0.12196700097055979,-0.0711743772241993,0.14105467486250403,-0.0035587188612099642,0.24975736007764485,0.04820446457457136,-0.35716596570689096,-0.07829181494661921,-0.0035587188612099642,0.4658686509220318,0.06599805888062117,-0.37884179877062435,-0.02491103202846975,-0.007117437722419929,0.0,-0.08185053380782918,-0.039145907473309614,0.0,0.0731154966030411,0.4370753801358783,-0.4034293109026206,-0.099644128113879,-0.007117437722419929,0.1216434810740861,0.03299902944031052,-0.14040763506955678,-0.014234875444839857,0.0,0.20284697508896798,-0.1494661921708185,-0.05338078291814947,0.08379165318667099,0.0,-0.007117437722419929,0.0,0.05176318343578131,0.014558395341313535,-0.2005823358136526,0.13426075703655765,0.8912973147848593,-0.010676156583629894,-0.02491103202846975,-0.1510837916531867,-0.7046263345195729,0.3636363636363637,-0.007117437722419929,0.1569071497897121,-0.25622775800711745,-0.25719831769653845,0.08735037204788096,0.39760595276609506,0.03785182788741506,0.050145583953413175,-0.5729537366548043,0.0,0.09090909090909093,0.3678421222905209,-0.4267227434487221,-0.03202846975088968,0.0,0.488515043675186,0.09317373018440639,-0.24005176318343574,-0.3416370106761566,0.25849239728243284,0.34778388870915555,0.02717567130378515,-0.2597864768683274,-0.3736654804270463
