label_headers,職業-軍警公教,職業-資訊業,職業-金融業,職業-製造業,職業-服務業,職業-醫療服務業,職業-學生,職業-退休人士,職業-餐飲旅館/旅遊業,職業-量販店,職業-政治性職務,職業-營造/不動產業,職業-進出口貿易,職業-專業服務,職業-民間匯兌業/虛擬貨幣產業,職業-武器設備業,職業-非營利機構,職業-高單價物品之買賣或拍賣,職業-當鋪/銀樓,職業-學齡前,職業-家管,職業-待業中,職業-自營商,職業-其他,職務-基層職員,職務-專業人員,職務-技術人員,職務-中階主管,職務-高階主管,職務-企業負責人,職務-其他,學歷-國中(含以下),學歷-高中,學歷-專科,學歷-大學,學歷-碩士/博士 ,婚姻狀況-未婚,婚姻狀況-已婚有子女,婚姻狀況-已婚無子女,投資目的-閒置資金運用,投資目的-節稅,投資目的-儲備退休金,投資目的-子女教育基金,投資目的-追求長期投資報酬,投資目的-資金調度,投資目的-其他,投資基金來源-薪資收入,投資基金來源-退休金,投資基金來源-投資收益,投資基金來源-繼承/贈與,投資基金來源-借貸,投資基金來源-出售資產,投資基金來源-租賃收入,投資基金來源-自營收入,投資基金來源-其他,家庭年收入-50 萬元以下,家庭年收入-50 萬元~100 萬元,家庭年收入-100 萬元~300 萬元,家庭年收入-300 萬元~500 萬元,家庭年收入-500 萬元以上,家庭年支出-50 萬元以下,家庭年支出-50 萬元~100 萬元,家庭年支出-100 萬元~300 萬元,家庭年支出-300 萬元~500 萬元,家庭年支出-500 萬元以上,預計(單筆)投資金額-100 萬元以下,預計(單筆)投資金額-100 萬元~300 萬元,預計(單筆)投資金額-300 萬元以上,特殊身分客戶-70 歲以上,特殊身分客戶-國中畢業以下,特殊身分客戶-領有全民健康保險重大傷病證明,年齡-75 歲以上/20歲以下,年齡-66~75歲,年齡-56~65歲,年齡-46~55歲,年齡-20~45歲,曾經持有投資產品-現金、存款、定存、貨幣型基金與保本型基金,曾經持有投資產品-債券、投資等級之債券基金,曾經持有投資產品-外幣存款、非投資等級之債券基金、平衡型基金、新興市場債券基金,曾經持有投資產品-股票、全球股票基金、歐美成熟國家股票基金、投資型保單,曾經持有投資產品-新興市場股票基金、單一新興國家股票基金、衍生性商品,基金投資目的偏好-現金、存款、定存、貨幣型基金與保本型基金,基金投資目的偏好-債券、投資等級之債券基金,基金投資目的偏好-外幣存款、非投資等級之債券基金、平衡型基金、新興市場債券基金,基金投資目的偏好-股票、全球股票基金、歐美成熟國家股票基金、投資型保單,基金投資目的偏好-新興市場股票基金、單一新興國家股票基金、衍生性商品,備用金相當家庭開銷-無備用金,備用金相當家庭開銷-3 個月以下,備用金相當家庭開銷-介於3~6 個月,備用金相當家庭開銷-介於6~9 個月,備用金相當家庭開銷-超過9 個月,基金投資方式-不曾投資過,基金投資方式-只買過貨幣型基金,基金投資方式-定時定額,基金投資方式-單筆(不含貨幣型基金)和定時定額兩者都有,基金投資方式-單筆或私募基金,期望投資報酬率-1%~2%,期望投資報酬率-3%~5%,期望投資報酬率-6%~8%,期望投資報酬率-9%~12%,期望投資報酬率-12%以上,最大投資損失-1%~2%,最大投資損失-3%~5%,最大投資損失-6%~8%,最大投資損失-9%~12%,最大投資損失-12%以上
職業-軍警公教,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44019138755980863,0.3062200956937799,0.09569377990430622,0.11004784688995216,0.03827751196172249,0.0,0.009569377990430622,0.0,0.014354066985645933,0.10047846889952153,0.3827751196172249,0.5023923444976076,0.15789473684210525,0.5454545454545454,0.07655502392344497,0.12440191387559808,0.004784688995215311,0.14832535885167464,0.0430622009569378,0.6124401913875598,0.06220095693779904,0.004784688995215311,0.40669856459330145,0.014354066985645933,0.45454545454545453,0.03349282296650718,0.009569377990430622,0.0,0.05741626794258373,0.019138755980861243,0.004784688995215311,0.028708133971291867,0.24401913875598086,0.6698564593301436,0.05263157894736842,0.004784688995215311,0.3349282296650718,0.4784688995215311,0.18660287081339713,0.0,0.0,0.7751196172248804,0.18660287081339713,0.03827751196172249,0.009569377990430622,0.0,0.004784688995215311,0.004784688995215311,0.009569377990430622,0.18660287081339713,0.48325358851674644,0.3157894736842105,0.0430622009569378,0.009569377990430622,0.03827751196172249,0.24880382775119617,0.6602870813397129,0.0,0.009569377990430622,0.019138755980861243,0.24880382775119617,0.722488038277512,0.0,0.06220095693779904,0.2583732057416268,0.14354066985645933,0.5358851674641149,0.0,0.0,0.3492822966507177,0.6267942583732058,0.023923444976076555,0.0,0.05263157894736842,0.23444976076555024,0.3014354066985646,0.41148325358851673,0.023923444976076555,0.09569377990430622,0.20574162679425836,0.2583732057416268,0.41626794258373206
職業-資訊業,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14655172413793102,0.3103448275862069,0.14655172413793102,0.2413793103448276,0.09482758620689655,0.05172413793103448,0.008620689655172414,0.0,0.017241379310344827,0.14655172413793102,0.35344827586206895,0.4827586206896552,0.23275862068965517,0.47413793103448276,0.10344827586206896,0.11206896551724138,0.0,0.09482758620689655,0.04310344827586207,0.7068965517241379,0.04310344827586207,0.0,0.43103448275862066,0.008620689655172414,0.3793103448275862,0.04310344827586207,0.017241379310344827,0.008620689655172414,0.04310344827586207,0.06896551724137931,0.0,0.034482758620689655,0.25862068965517243,0.5689655172413793,0.11206896551724138,0.02586206896551724,0.3017241379310345,0.45689655172413796,0.21551724137931033,0.02586206896551724,0.0,0.7758620689655172,0.1896551724137931,0.034482758620689655,0.008620689655172414,0.0,0.0,0.0,0.0,0.12931034482758622,0.3275862068965517,0.5431034482758621,0.034482758620689655,0.0,0.04310344827586207,0.21551724137931033,0.7068965517241379,0.0,0.017241379310344827,0.017241379310344827,0.1724137931034483,0.7931034482758621,0.008620689655172414,0.0603448275862069,0.25862068965517243,0.15517241379310345,0.5172413793103449,0.0,0.0,0.3620689655172414,0.603448275862069,0.034482758620689655,0.008620689655172414,0.034482758620689655,0.22413793103448276,0.35344827586206895,0.3793103448275862,0.02586206896551724,0.11206896551724138,0.21551724137931033,0.21551724137931033,0.43103448275862066
職業-金融業,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45348837209302323,0.25,0.005813953488372093,0.2558139534883721,0.029069767441860465,0.0,0.005813953488372093,0.0,0.023255813953488372,0.16279069767441862,0.47674418604651164,0.3372093023255814,0.21511627906976744,0.5406976744186046,0.05813953488372093,0.1744186046511628,0.0,0.09883720930232558,0.06976744186046512,0.5697674418604651,0.0872093023255814,0.0,0.45348837209302323,0.005813953488372093,0.45348837209302323,0.03488372093023256,0.005813953488372093,0.0,0.03488372093023256,0.011627906976744186,0.0,0.03488372093023256,0.20348837209302326,0.6395348837209303,0.10465116279069768,0.01744186046511628,0.25,0.5058139534883721,0.23255813953488372,0.011627906976744186,0.0,0.7848837209302325,0.1511627906976744,0.06395348837209303,0.0,0.0,0.0,0.0,0.005813953488372093,0.0755813953488372,0.38953488372093026,0.5290697674418605,0.029069767441860465,0.005813953488372093,0.011627906976744186,0.19186046511627908,0.7616279069767442,0.0,0.011627906976744186,0.005813953488372093,0.20930232558139536,0.7732558139534884,0.005813953488372093,0.06395348837209303,0.2441860465116279,0.10465116279069768,0.5813953488372093,0.005813953488372093,0.0,0.22674418604651161,0.7267441860465116,0.040697674418604654,0.0,0.05232558139534884,0.22093023255813954,0.3081395348837209,0.4186046511627907,0.03488372093023256,0.11046511627906977,0.16279069767441862,0.21511627906976744,0.47674418604651164
職業-製造業,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2773972602739726,0.18493150684931506,0.14726027397260275,0.2945205479452055,0.06506849315068493,0.0273972602739726,0.003424657534246575,0.00684931506849315,0.1095890410958904,0.2910958904109589,0.4075342465753425,0.18493150684931506,0.2089041095890411,0.5547945205479452,0.05136986301369863,0.13356164383561644,0.0,0.1232876712328767,0.0547945205479452,0.6061643835616438,0.07876712328767123,0.00684931506849315,0.4006849315068493,0.017123287671232876,0.4794520547945205,0.02054794520547945,0.003424657534246575,0.0,0.05136986301369863,0.0273972602739726,0.003424657534246575,0.06506849315068493,0.3219178082191781,0.547945205479452,0.05136986301369863,0.0136986301369863,0.3664383561643836,0.4828767123287671,0.14383561643835616,0.003424657534246575,0.003424657534246575,0.8321917808219178,0.13356164383561644,0.030821917808219176,0.0,0.0136986301369863,0.00684931506849315,0.0,0.003424657534246575,0.08904109589041095,0.4863013698630137,0.4212328767123288,0.0410958904109589,0.010273972602739725,0.02054794520547945,0.3253424657534247,0.6027397260273972,0.0,0.010273972602739725,0.03767123287671233,0.25,0.702054794520548,0.003424657534246575,0.07876712328767123,0.2671232876712329,0.1267123287671233,0.523972602739726,0.0,0.003424657534246575,0.4178082191780822,0.5684931506849316,0.010273972602739725,0.003424657534246575,0.0547945205479452,0.2945205479452055,0.3938356164383562,0.2534246575342466,0.017123287671232876,0.10273972602739725,0.2328767123287671,0.3047945205479452,0.3424657534246575
職業-服務業,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3815261044176707,0.18875502008032127,0.09236947791164658,0.18473895582329317,0.07630522088353414,0.060240963855421686,0.01606425702811245,0.01606425702811245,0.17269076305220885,0.21285140562248997,0.4578313253012048,0.14056224899598393,0.2891566265060241,0.43373493975903615,0.06827309236947791,0.13654618473895583,0.0,0.10843373493975904,0.0642570281124498,0.606425702811245,0.08433734939759036,0.0,0.3493975903614458,0.008032128514056224,0.43373493975903615,0.03614457831325301,0.008032128514056224,0.004016064257028112,0.04417670682730924,0.11244979919678715,0.004016064257028112,0.14056224899598393,0.3172690763052209,0.44176706827309237,0.07630522088353414,0.024096385542168676,0.4457831325301205,0.40562248995983935,0.13253012048192772,0.012048192771084338,0.004016064257028112,0.7911646586345381,0.1686746987951807,0.040160642570281124,0.004016064257028112,0.008032128514056224,0.0,0.0,0.020080321285140562,0.11646586345381527,0.39759036144578314,0.46586345381526106,0.04417670682730924,0.0,0.03614457831325301,0.285140562248996,0.6345381526104418,0.0,0.028112449799196786,0.028112449799196786,0.21686746987951808,0.7269076305220884,0.012048192771084338,0.060240963855421686,0.26907630522088355,0.13654618473895583,0.5220883534136547,0.0,0.0,0.39357429718875503,0.5742971887550201,0.0321285140562249,0.004016064257028112,0.06827309236947791,0.23293172690763053,0.321285140562249,0.37349397590361444,0.04819277108433735,0.13654618473895583,0.20883534136546184,0.22088353413654618,0.3855421686746988
職業-醫療服務業,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14130434782608695,0.4782608695652174,0.08695652173913043,0.05434782608695652,0.10869565217391304,0.11956521739130435,0.010869565217391304,0.0,0.043478260869565216,0.17391304347826086,0.5543478260869565,0.22826086956521738,0.2717391304347826,0.4891304347826087,0.10869565217391304,0.14130434782608695,0.0,0.08695652173913043,0.03260869565217391,0.6521739130434783,0.08695652173913043,0.0,0.2826086956521739,0.0,0.5543478260869565,0.021739130434782608,0.0,0.010869565217391304,0.043478260869565216,0.07608695652173914,0.010869565217391304,0.06521739130434782,0.2717391304347826,0.42391304347826086,0.15217391304347827,0.08695652173913043,0.33695652173913043,0.3695652173913043,0.22826086956521738,0.03260869565217391,0.03260869565217391,0.6086956521739131,0.2391304347826087,0.15217391304347827,0.010869565217391304,0.0,0.010869565217391304,0.0,0.021739130434782608,0.17391304347826086,0.34782608695652173,0.45652173913043476,0.07608695652173914,0.010869565217391304,0.0,0.1956521739130435,0.717391304347826,0.0,0.010869565217391304,0.021739130434782608,0.2717391304347826,0.6956521739130435,0.0,0.05434782608695652,0.18478260869565216,0.11956521739130435,0.6413043478260869,0.0,0.0,0.358695652173913,0.5978260869565217,0.043478260869565216,0.010869565217391304,0.021739130434782608,0.11956521739130435,0.32608695652173914,0.5217391304347826,0.05434782608695652,0.03260869565217391,0.07608695652173914,0.2826086956521739,0.5543478260869565
職業-學生,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14925373134328357,0.029850746268656716,0.029850746268656716,0.0,0.0,0.0,0.7910447761194029,0.208955223880597,0.13432835820895522,0.029850746268656716,0.4925373134328358,0.13432835820895522,0.7164179104477612,0.0,0.0,0.23880597014925373,0.0,0.0,0.014925373134328358,0.6417910447761194,0.08955223880597014,0.014925373134328358,0.1044776119402985,0.0,0.417910447761194,0.3880597014925373,0.014925373134328358,0.0,0.029850746268656716,0.029850746268656716,0.014925373134328358,0.14925373134328357,0.14925373134328357,0.5671641791044776,0.1044776119402985,0.029850746268656716,0.3283582089552239,0.47761194029850745,0.19402985074626866,0.0,0.0,0.7313432835820896,0.22388059701492538,0.04477611940298507,0.0,0.1044776119402985,0.029850746268656716,0.3283582089552239,0.0,0.0,0.0,0.6716417910447762,0.04477611940298507,0.04477611940298507,0.029850746268656716,0.23880597014925373,0.6417910447761194,0.0,0.0,0.04477611940298507,0.208955223880597,0.746268656716418,0.029850746268656716,0.16417910447761194,0.1044776119402985,0.208955223880597,0.4925373134328358,0.014925373134328358,0.0,0.4626865671641791,0.4925373134328358,0.029850746268656716,0.0,0.05970149253731343,0.14925373134328357,0.373134328358209,0.417910447761194,0.014925373134328358,0.11940298507462686,0.08955223880597014,0.19402985074626866,0.582089552238806
職業-退休人士,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10880829015544041,0.12953367875647667,0.05181347150259067,0.08290155440414508,0.031088082901554404,0.015544041450777202,0.5803108808290155,0.03626943005181347,0.13471502590673576,0.14507772020725387,0.5181347150259067,0.16580310880829016,0.07253886010362694,0.7046632124352331,0.025906735751295335,0.19170984455958548,0.0051813471502590676,0.08290155440414508,0.015544041450777202,0.5854922279792746,0.11398963730569948,0.010362694300518135,0.010362694300518135,0.21761658031088082,0.5181347150259067,0.07253886010362694,0.0051813471502590676,0.031088082901554404,0.11917098445595854,0.025906735751295335,0.0,0.13989637305699482,0.3160621761658031,0.44559585492227977,0.08290155440414508,0.015544041450777202,0.3471502590673575,0.49740932642487046,0.15025906735751296,0.0051813471502590676,0.0,0.6424870466321243,0.2694300518134715,0.08808290155440414,0.08290155440414508,0.0051813471502590676,0.031088082901554404,0.010362694300518135,0.2538860103626943,0.538860103626943,0.17098445595854922,0.025906735751295335,0.03626943005181347,0.0051813471502590676,0.03626943005181347,0.18134715025906736,0.7409326424870466,0.0,0.0051813471502590676,0.046632124352331605,0.24352331606217617,0.7046632124352331,0.0,0.010362694300518135,0.16062176165803108,0.14507772020725387,0.6839378238341969,0.0,0.0,0.31088082901554404,0.6580310880829016,0.031088082901554404,0.0051813471502590676,0.05181347150259067,0.30569948186528495,0.29533678756476683,0.34196891191709844,0.0051813471502590676,0.08290155440414508,0.16062176165803108,0.27979274611398963,0.47150259067357514
職業-餐飲旅館/旅遊業,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.0,0.09090909090909091,0.36363636363636365,0.45454545454545453,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.0,0.6363636363636364,0.18181818181818182,0.0,0.36363636363636365,0.09090909090909091,0.36363636363636365,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.7272727272727273,0.09090909090909091,0.0,0.0,0.8181818181818182,0.18181818181818182,0.0,0.0,0.0,0.9090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.2727272727272727,0.6363636363636364,0.09090909090909091,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.09090909090909091,0.09090909090909091,0.8181818181818182,0.0,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.5454545454545454,0.0,0.0,0.45454545454545453,0.45454545454545453,0.09090909090909091,0.0,0.0,0.09090909090909091,0.45454545454545453,0.45454545454545453,0.0,0.0,0.2727272727272727,0.36363636363636365,0.36363636363636365
職業-量販店,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0
