Date,Open,High,Low,Close,Adj Close,Volume
2016-05-01,null,null,null,null,null,null
2016-06-01,19.459999,22.500000,19.459999,21.780001,18.193480,33200
2016-07-01,21.750000,22.600000,21.750000,22.580000,18.934507,4600
2016-08-01,22.580000,22.830000,22.219999,22.760000,19.179659,12500
2016-09-01,22.760000,22.770000,22.559999,22.740000,19.254904,33400
2016-10-01,22.740000,23.629999,21.950001,22.620001,19.153297,19100
2016-11-01,22.650000,23.580000,22.370001,23.209999,19.744911,51500
2016-12-01,23.190001,23.850000,23.090000,23.452999,20.045568,64100
2017-01-01,23.379999,23.980000,23.290001,23.629999,20.389687,40300
2017-02-01,23.629999,23.940001,23.400000,23.549999,20.320654,12400
2017-03-01,23.555000,23.726000,23.139999,23.540001,20.406153,118600
2017-04-01,23.420000,23.535000,23.090000,23.535000,20.497564,50000
2017-05-01,23.420000,23.750000,23.230000,23.400000,20.473040,32500
2017-06-01,23.445999,23.660000,23.065001,23.299999,20.483030,22200
2017-07-01,23.240000,23.408001,22.889999,23.389999,20.664585,44800
2017-08-01,23.350000,23.719999,22.900000,23.040001,20.442225,43200
2017-09-01,22.959999,23.290001,22.889999,23.270000,20.734053,11900
2017-10-01,23.299999,23.430000,23.150000,23.360001,20.903156,30300
2017-11-01,23.260000,23.570000,22.820000,23.200001,20.848684,30100
2017-12-01,23.160000,23.260000,22.920000,23.200001,20.939215,32600
2018-01-01,23.110001,23.600000,23.000000,23.389999,21.355743,27100
2018-02-01,23.219999,23.400000,22.690001,23.030001,21.027060,55800
2018-03-01,23.639999,23.639999,22.629999,22.830000,20.927658,22300
2018-04-01,22.625000,23.080000,22.420000,22.910000,21.092579,23700
2018-05-01,22.910000,23.400000,22.580000,23.020000,21.385891,8400
2018-06-01,22.559999,23.190001,22.513000,22.725000,21.302444,49200
2018-07-01,22.730000,23.170000,22.622999,23.113001,21.880978,10700
2018-08-01,23.030001,23.270000,22.820000,23.070000,21.943565,46100
2018-09-01,23.086000,23.580000,23.030001,23.375999,22.335121,56000
2018-10-01,23.351000,23.420000,22.410000,22.660000,21.750944,83800
2018-11-01,22.591999,22.940001,21.770000,22.260000,21.466024,46600
2018-12-01,22.049999,22.340000,20.780001,21.285000,20.624096,101800
2019-01-01,21.139999,22.417000,20.940001,22.254999,21.809616,103100
2019-02-01,22.070000,22.740000,22.059999,22.490000,22.039913,104400
2019-03-01,22.719999,22.790001,22.170000,22.320000,21.987925,89800
2019-04-01,22.639999,22.799999,22.275000,22.606001,22.376127,49400
2019-05-01,22.850000,22.850000,22.040001,22.212000,22.099005,83800
2019-05-16,22.260000,22.260000,22.260000,22.260000,22.260000,246
