Date,Open,High,Low,Close,Adj Close,Volume
2016-05-01,null,null,null,null,null,null
2016-06-01,64.250000,65.010002,61.689999,63.830002,53.720951,98300
2016-07-01,63.650002,66.129997,62.799999,64.720001,54.737026,95800
2016-08-01,64.570000,66.870003,63.810001,66.489998,56.507572,162000
2016-09-01,66.190002,66.870003,65.180000,66.639999,56.911144,77400
2016-10-01,66.830002,67.489998,65.919998,66.250000,56.839668,88200
2016-11-01,65.940002,67.620003,63.970001,67.209999,57.922337,191700
2016-12-01,66.910004,69.900002,66.550003,68.459999,59.276054,368100
2017-01-01,68.760002,69.410004,68.180000,69.080002,60.311928,285400
2017-02-01,68.900002,69.800003,68.809998,69.529999,60.704792,346200
2017-03-01,70.089996,70.180000,67.599998,68.699997,60.223373,554600
2017-04-01,68.300003,69.000000,67.669998,68.730003,60.488052,349900
2017-05-01,68.430000,69.000000,68.129997,68.889999,60.920601,212200
2017-06-01,69.000000,69.000000,67.110001,68.589996,60.914989,210600
2017-07-01,68.559998,70.989998,66.830002,69.089996,61.648994,489200
2017-08-01,69.089996,69.089996,66.760002,67.970001,60.916950,541900
2017-09-01,67.650002,68.559998,67.029999,68.349998,61.523773,268200
2017-10-01,68.309998,68.769997,67.870003,68.339996,61.812160,152700
2017-11-01,68.360001,68.379997,66.349998,67.940002,61.746670,210900
2017-12-01,67.580002,68.419998,66.739998,67.250000,61.417030,384300
2018-01-01,67.500000,69.639999,67.099998,68.879997,63.525597,1108900
2018-02-01,68.500000,68.709999,65.870003,68.040001,62.750900,538500
2018-03-01,67.510002,67.910004,66.010002,66.860001,61.928772,291700
2018-04-01,66.660004,68.330002,66.070000,67.489998,62.807693,243700
2018-05-01,66.930000,67.690002,66.160004,66.860001,62.532852,248800
2018-06-01,66.730003,67.989998,66.379997,66.809998,62.799660,194400
2018-07-01,66.370003,68.029999,66.220001,67.980003,64.215424,257000
2018-08-01,67.699997,68.099998,66.989998,67.650002,64.228622,296000
2018-09-01,67.349998,68.669998,67.190002,68.489998,65.347198,216900
2018-10-01,68.449997,68.599998,66.180000,66.870003,64.116203,602600
2018-11-01,66.529999,67.750000,64.919998,65.730003,63.335716,357300
2018-12-01,66.449997,66.449997,60.650002,62.090000,60.129528,1279900
2019-01-01,61.950001,65.800003,61.700001,65.129997,63.790230,349500
2019-02-01,64.720001,66.199997,64.720001,66.070000,64.710907,183100
2019-03-01,66.080002,66.360001,64.699997,65.959999,64.941177,196300
2019-04-01,65.580002,67.150002,65.580002,66.639999,65.921974,189400
2019-05-01,66.419998,66.550003,64.910004,65.430000,65.104027,120300
2019-05-16,65.355003,65.820000,65.690002,65.699997,65.699997,1145
