Date,Open,High,Low,Close,Adj Close,Volume
2016-05-01,null,null,null,null,null,null
2016-06-01,23.680000,24.100000,23.559999,23.950001,20.343166,276800
2016-07-01,24.040001,24.490000,23.889999,24.469999,20.898767,238600
2016-08-01,24.370001,28.830000,24.129999,24.450001,21.010517,458100
2016-09-01,24.520000,24.520000,24.059999,24.350000,21.051998,579300
2016-10-01,24.410000,24.530001,24.080000,24.290001,21.130024,654500
2016-11-01,24.420000,24.520000,23.950001,24.250000,21.257669,1127100
2016-12-01,24.240000,24.760000,24.190001,24.440001,21.542133,1220900
2017-01-01,24.430000,24.809999,24.350000,24.590000,21.798851,1878100
2017-02-01,24.610001,24.760000,24.500000,24.639999,21.952198,1226200
2017-03-01,24.700001,24.730000,24.410000,24.580000,22.007534,1511700
2017-04-01,24.610001,24.610001,24.389999,24.540001,22.077925,1600600
2017-05-01,24.559999,24.610001,24.370001,24.440001,22.089642,1823600
2017-06-01,24.510000,24.530001,24.110001,24.260000,22.021992,1613400
2017-07-01,24.270000,24.450001,24.209999,24.299999,22.157946,1409900
2017-08-01,24.350000,24.420000,24.080000,24.209999,22.176640,1306200
2017-09-01,24.260000,24.350000,24.170000,24.260000,22.319685,1196000
2017-10-01,24.290001,24.379999,23.190001,24.170000,22.330576,1480100
2017-11-01,24.170000,24.250000,23.860001,23.969999,22.239111,1588000
2017-12-01,24.000000,24.000000,23.790001,23.840000,22.212822,1324000
2018-01-01,23.840000,24.049999,23.820000,23.879999,22.345259,1784900
2018-02-01,23.900000,23.930000,23.660000,23.770000,22.327993,3014500
2018-03-01,23.799999,23.879999,23.540001,23.610001,22.270411,952500
2018-04-01,23.680000,23.790001,23.600000,23.690001,22.440557,3373300
2018-05-01,23.709999,23.770000,23.540001,23.540001,22.399513,1461900
2018-06-01,23.580000,23.650000,23.330000,23.459999,22.426445,1259300
2018-07-01,23.379999,23.530001,23.340000,23.510000,22.575022,1273200
2018-08-01,23.520000,23.580000,23.240000,23.309999,22.486229,957700
2018-09-01,23.260000,23.440001,23.200001,23.299999,22.580757,824000
2018-10-01,23.330000,23.379999,23.000000,23.049999,22.436607,1095900
2018-11-01,23.059999,23.230000,22.850000,22.990000,22.484768,881300
2018-12-01,23.000000,23.070000,22.639999,22.700001,22.296535,1573000
2019-01-01,22.850000,23.170000,22.700001,23.040001,22.728268,1005500
2019-02-01,23.049999,23.240000,23.020000,23.139999,22.940126,1058100
2019-03-01,23.110001,23.350000,23.000000,23.350000,23.248871,1064500
2019-04-01,23.240000,23.320000,23.110001,23.120001,23.019867,1482500
2019-05-01,23.180000,23.290001,23.070000,23.200001,23.200001,610800
2019-05-16,23.185600,23.209999,23.160000,23.200001,23.200001,22218
