Date,Open,High,Low,Close,Adj Close,Volume
2016-05-01,null,null,null,null,null,null
2016-06-01,22.590000,22.809999,22.170000,22.610001,19.397417,77800
2016-07-01,22.610001,23.190001,22.580000,22.930000,19.759138,23000
2016-08-01,22.840000,23.520000,22.770000,23.379999,20.234705,33700
2016-09-01,23.379999,23.620001,23.139999,23.620001,20.530949,22300
2016-10-01,23.280001,23.940001,23.280001,23.410000,20.440725,30700
2016-11-01,23.389999,23.660000,22.990000,23.370001,20.501034,36900
2016-12-01,23.490000,26.100000,23.330000,23.879999,21.056639,523500
2017-01-01,23.879999,24.980000,23.799999,23.930000,21.206051,1035300
2017-02-01,23.980000,24.190001,23.870001,24.030001,21.392723,677100
2017-03-01,24.010000,24.250000,23.690001,23.950001,21.419632,706400
2017-04-01,24.000000,24.080000,23.799999,23.900000,21.464764,446700
2017-05-01,24.000000,24.219999,23.860001,24.010000,21.653976,455100
2017-06-01,24.059999,24.330000,23.940001,24.040001,21.766724,345900
2017-07-01,24.030001,24.270000,24.010000,24.120001,21.925476,342400
2017-08-01,24.120001,24.330000,22.990000,23.900000,21.809238,885200
2017-09-01,23.940001,24.250000,23.870001,24.129999,22.102003,318500
2017-10-01,24.080000,24.410000,24.049999,24.190001,22.253996,497700
2017-11-01,24.200001,24.370001,23.969999,24.120001,22.284288,1591200
2017-12-01,24.129999,24.320000,24.030001,24.160000,22.407495,885400
2018-01-01,24.150000,26.520000,24.090000,24.230000,22.566605,3580000
2018-02-01,24.120001,24.320000,23.490000,24.090000,22.519726,1249700
2018-03-01,24.090000,24.170000,23.770000,23.900000,22.425581,1173400
2018-04-01,24.020000,24.240000,23.850000,23.959999,22.571033,3685600
2018-05-01,24.020000,24.240000,23.809999,23.980000,22.679163,2068100
2018-06-01,23.980000,24.400000,23.870001,23.920000,22.711798,2768200
2018-07-01,23.900000,24.160000,23.730000,24.080000,22.958862,1575400
2018-08-01,24.200001,24.240000,23.990000,24.070000,23.044909,1627700
2018-09-01,24.110001,24.420000,24.030001,24.209999,23.280420,2234700
2018-10-01,24.240000,24.370001,23.520000,23.709999,22.903507,2662900
2018-11-01,23.760000,24.049999,23.139999,23.459999,22.766140,2144800
2018-12-01,23.900000,23.900000,21.100000,22.420000,21.863802,7225700
2019-01-01,22.459999,23.360001,22.049999,23.160000,22.730440,2165500
2019-02-01,23.200001,23.500000,23.100000,23.420000,23.095121,1443300
2019-03-01,23.400000,23.719999,23.160000,23.250000,23.035627,1804600
2019-04-01,23.209999,23.740000,23.209999,23.590000,23.482456,1223700
2019-05-01,23.610001,23.730000,23.230000,23.500000,23.500000,1064200
2019-05-16,23.420000,23.559099,23.413401,23.500000,23.500000,54371
